brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
MSI,77990,medium,medium,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,512.0,512.0,regular,medium,medium
HP,34990,slim,medium,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,viral,low,medium
HP,18990,medium,lite,14.0,112,2.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0,regular,low,low
Asus,105990,slim,medium,15.6,212,20.0,16,1,0,14.0,72.0,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
HP,64999,medium,medium,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,59990,medium,medium,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Dell,132199,thick,heavy,15.6,141,16.0,16,1,0,8.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,high,medium
Acer,54990,slim,lite,14.0,157,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
MSI,234990,medium,medium,16.0,194,20.0,32,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,high
HP,77490,medium,medium,15.6,141,16.0,16,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
HP,54990,medium,medium,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
Asus,42990,medium,medium,15.6,141,4.0,16,1,0,2.0,38.0,2.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,viral,medium,medium
Lenovo,67990,thick,heavy,15.6,141,16.0,8,1,0,8.0,86.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,medium
Lenovo,73990,thick,heavy,15.6,141,16.0,16,1,0,8.0,45.0,6.0,1,1,0,0,0,0,1,0,1.0,2.0,0.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,popular,medium,medium
Dell,367590,thick,heavy,18.0,204,20.0,32,1,0,14.0,97.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,high,high
Dell,379990,thick,heavy,16.0,229,20.0,32,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,high,high
Lenovo,119990,slim,lite,14.0,157,8.0,16,1,0,4.0,50.0,3.0,1,1,1,1,0,0,1,0,0.0,2.0,2.0,11.0,intel,i7,nvidia,4.0,t500,0,1,0,0,,512.0,regular,low,high
HP,40990,medium,medium,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
Acer,23490,medium,lite,11.6,135,2.0,8,0,0,2.0,42.0,2.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,5.0,intel,5,intel,0.0,Integrated,1,0,0,0,,256.0,regular,low,low
HP,62990,medium,medium,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
HP,47490,medium,medium,15.6,141,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
HP,76990,medium,lite,14.0,112,8.0,8,1,0,4.0,45.0,3.0,1,1,1,1,0,0,1,1,0.0,3.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,low
HP,67990,medium,medium,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,medium
HP,47490,medium,medium,15.6,141,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
MSI,87990,medium,medium,15.6,141,12.0,16,1,0,8.0,51.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,512.0,512.0,regular,low,medium
Asus,28990,medium,medium,15.6,100,2.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,0,2.0,1.0,1.0,7.0,intel,7,intel,0.0,Integrated,1,0,0,0,,512.0,popular,low,low
Acer,88990,thick,heavy,15.6,188,12.0,16,1,0,6.0,57.0,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,6.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,high,high
Acer,44990,slim,medium,15.6,141,8.0,8,0,0,4.0,48.0,3.0,1,1,0,0,0,0,0,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,high,medium
Asus,36990,medium,medium,14.0,157,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,0,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Asus,49990,slim,medium,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,124990,slim,lite,14.0,243,16.0,16,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,62990,medium,medium,16.0,142,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,115990,slim,lite,14.0,243,16.0,16,1,0,12.0,75.0,2.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Asus,94990,slim,lite,14.0,243,16.0,16,1,1,12.0,75.0,2.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,77990,medium,lite,14.0,162,12.0,16,1,1,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
HP,89999,medium,lite,14.0,157,12.0,16,1,0,10.0,51.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,high,high
HP,125990,thick,heavy,16.1,182,16.0,16,1,0,8.0,83.0,6.0,1,1,1,0,0,0,1,0,0.0,3.0,2.0,6.0,amd,7,nvidia,8.0,rtx3070ti,0,0,0,1,,1024.0,regular,high,high
MSI,54990,medium,medium,15.6,141,12.0,16,0,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,popular,medium,medium
Asus,58990,medium,medium,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
MSI,60990,medium,medium,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
MSI,314490,thick,heavy,16.0,189,20.0,32,1,0,24.0,99.0,4.0,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,medium,high
MSI,56990,medium,medium,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,512.0,512.0,popular,medium,medium
Asus,36990,slim,lite,14.0,157,8.0,8,1,0,8.0,42.0,3.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
MSI,59990,medium,medium,15.6,141,12.0,8,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,medium
MSI,72990,thick,heavy,15.6,141,12.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
Acer,194990,thick,heavy,16.0,141,24.0,32,1,0,16.0,90.0,4.0,1,1,0,1,0,0,1,0,1.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,low,medium
Lenovo,133990,slim,lite,14.0,157,16.0,16,1,0,12.0,52.5,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,0,1,0,0,,512.0,regular,medium,high
MSI,88990,thick,heavy,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
Lenovo,160990,thick,heavy,15.6,141,20.0,32,1,0,14.0,86.0,6.0,1,1,1,0,0,0,0,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,t600,1,0,0,0,,1024.0,regular,high,medium
MSI,71990,thick,heavy,15.6,141,12.0,8,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
MSI,55990,medium,medium,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,512.0,512.0,popular,medium,medium
Asus,77390,medium,medium,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,low,medium
MSI,272900,thick,heavy,16.0,189,24.0,32,1,0,16.0,99.0,4.0,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,high,high
Asus,62390,medium,medium,15.6,141,12.0,16,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Samsung,79990,slim,medium,15.6,157,12.0,16,1,0,10.0,54.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,high,high
MSI,130990,thick,heavy,15.6,141,20.0,16,0,0,14.0,90.0,4.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,low,medium
Asus,134990,slim,lite,14.0,243,16.0,16,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,high
Asus,104990,slim,lite,14.0,243,16.0,16,0,1,12.0,75.0,3.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,70680,medium,medium,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Asus,45250,slim,medium,15.6,141,8.0,8,1,0,8.0,50.0,2.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,119900,slim,lite,13.3,255,12.0,16,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,low,high
Asus,47990,medium,medium,16.0,142,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Asus,82990,slim,medium,15.6,141,16.0,16,1,0,12.0,70.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Asus,63990,slim,lite,14.0,157,12.0,16,1,0,10.0,50.0,3.0,1,0,0,0,0,0,0,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Dell,45999,thick,medium,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,2.0,0.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Asus,59990,slim,lite,14.0,157,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Asus,74990,medium,medium,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus,45990,slim,lite,14.0,157,8.0,8,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,144990,slim,lite,13.3,255,12.0,32,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,high
Asus,92990,slim,lite,14.0,243,16.0,16,1,0,12.0,75.0,2.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Asus,112990,slim,lite,14.0,243,16.0,16,1,0,12.0,75.0,2.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,99990,slim,lite,13.3,255,12.0,16,1,0,10.0,63.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,58990,slim,lite,14.0,162,12.0,8,0,1,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,popular,medium,high
