brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
Asus,34000,medium,medium,15.6,141,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Primebook,12990,medium,lite,11.6,135,12.0,4,0,0,8.0,38.0,2.0,0,1,0,0,0,0,0,0,0.0,2.0,0.0,7.0,mediatek,7,arm,0.0,Integrated,0,0,0,0,128.0,128.0,popular,low,low
HP,56490,thick,heavy,15.6,137,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,low,low
HP,67990,slim,medium,15.6,141,16.0,16,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,popular,low,medium
Apple,199900,slim,medium,14.2,254,8.0,16,1,0,10.0,70.0,4.0,1,0,1,1,0,0,1,0,0.0,0.0,3.0,2.0,apple,M2,apple,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
HP,84844,slim,lite,13.4,255,12.0,16,1,1,10.0,72.0,4.0,0,0,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Acer,69000,medium,heavy,15.6,141,16.0,16,0,0,12.0,50.0,3.0,1,1,0,1,0,0,1,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,low,medium
HP,65439,slim,lite,14.0,141,12.0,16,1,0,10.0,43.0,3.0,1,0,0,0,0,0,1,1,2.0,0.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
Lenovo,59990,slim,lite,14.0,157,12.0,8,1,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Lenovo,67990,medium,medium,14.0,157,12.0,8,1,0,10.0,50.0,3.0,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,high
Dell,54990,medium,medium,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,1,0,0,0,0,1.0,2.0,0.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Asus,62990,medium,lite,14.0,157,16.0,16,1,1,12.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
MSI,86800,thick,heavy,16.0,191,20.0,16,1,0,14.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,Integrated,0,0,1,0,,1024.0,regular,low,high
Asus,16990,medium,lite,11.6,135,2.0,4,1,0,2.0,50.0,3.0,0,0,1,0,0,0,1,0,0.0,1.0,2.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,32.0,32.0,viral,low,low
Asus,86990,medium,medium,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,2.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,popular,medium,medium
Acer,23990,medium,lite,14.0,112,4.0,8,0,0,2.0,50.0,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0,popular,low,low
Asus,79990,medium,medium,15.6,141,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,0.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,high,medium
Asus,179990,medium,heavy,16.0,283,20.0,16,1,0,14.0,90.0,4.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,1,0,,1024.0,regular,high,high
Asus,104990,thick,heavy,15.6,141,16.0,16,1,0,8.0,72.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,2.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,high,medium
HP,55990,slim,medium,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,popular,low,medium
HP,41990,slim,medium,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,512.0,512.0,popular,low,medium
HP,54990,medium,medium,15.6,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,viral,low,medium
HP,46199,slim,medium,15.6,141,12.0,16,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,0.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
HP,56690,thick,heavy,15.6,137,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low
HP,67536,thick,heavy,15.6,137,12.0,8,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,low
Asus,58990,thick,heavy,15.6,141,12.0,8,1,0,6.0,72.0,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
Dell,45990,slim,lite,14.0,157,8.0,8,0,0,4.0,50.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,popular,low,high
Acer,52128,slim,medium,15.6,141,16.0,8,0,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0,popular,low,medium
MSI,54990,medium,medium,15.6,141,16.0,8,1,0,8.0,51.0,3.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium
HP,103060,thick,heavy,15.6,141,16.0,16,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium
Apple,136990,slim,lite,13.3,227,8.0,8,0,0,8.0,58.2,2.0,0,0,0,1,0,0,1,0,0.0,0.0,2.0,2.0,apple,M2,apple,10.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Apple,118990,slim,lite,13.3,227,8.0,8,0,0,8.0,58.2,2.0,0,0,0,1,0,0,1,0,0.0,0.0,2.0,2.0,apple,M2,apple,10.0,Integrated,0,0,1,0,,256.0,popular,medium,high
HP,58366,medium,medium,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,popular,low,medium
Asus,74990,medium,medium,15.6,141,16.0,16,1,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Asus,74990,medium,lite,14.0,243,16.0,16,1,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,viral,medium,high
HP,56990,slim,lite,14.0,157,12.0,16,1,0,6.0,43.0,3.0,1,0,0,0,0,0,1,1,2.0,0.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0,popular,medium,high
Avita,16990,slim,lite,14.1,156,2.0,4,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,128.0,popular,low,high
HP,62990,slim,medium,15.6,141,16.0,8,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,popular,low,medium
Dell,58990,medium,medium,16.0,142,12.0,16,1,0,6.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,1.0,2.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
HP,51149,slim,lite,14.0,157,12.0,8,0,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,0,0,,512.0,popular,medium,high
Asus,88990,medium,heavy,15.6,141,16.0,16,1,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,popular,medium,medium
HP,43700,slim,medium,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,viral,low,medium
Asus,82990,medium,medium,15.6,141,16.0,16,0,0,8.0,50.0,3.0,1,0,1,1,0,0,1,1,1.0,2.0,0.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium
Dell,62790,medium,medium,15.6,141,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,nvidia,2.0,Integrated,1,0,0,0,512.0,512.0,popular,low,medium
Xiaomi,45989,slim,medium,15.6,242,8.0,8,0,0,4.0,38.0,2.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
HP,57990,thick,medium,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1.0,0.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,viral,medium,medium
Lenovo,49999,slim,lite,13.0,169,8.0,8,1,1,4.0,38.0,2.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,11.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Vaio,32990,medium,medium,15.6,141,8.0,8,0,0,4.0,38.0,2.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,popular,low,medium
Dell,65999,medium,lite,14.0,112,8.0,8,0,0,4.0,38.0,2.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,low
Apple,109990,slim,lite,13.3,227,8.0,8,0,0,8.0,49.9,2.0,0,0,0,0,0,0,1,0,0.0,2.0,2.0,1.0,apple,M1,apple,0.0,Integrated,0,0,1,0,,512.0,viral,high,high
MSI,100990,thick,heavy,15.6,141,12.0,32,0,0,6.0,51.0,6.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,10.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,512.0,512.0,popular,medium,medium
Avita,22990,slim,lite,14.0,157,8.0,8,0,0,4.0,38.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Apple,72999,slim,lite,13.3,227,8.0,8,0,0,4.0,38.0,2.0,0,0,0,1,0,0,1,0,0.0,0.0,3.0,10.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,256.0,regular,low,high
Apple,201498,slim,medium,16.0,226,8.0,32,1,0,8.0,72.0,4.0,0,0,0,1,0,0,1,1,0.0,0.0,4.0,9.0,intel,i9,amd,4.0,Integrated,0,1,0,0,,2048.0,regular,medium,high
HP,90464,thick,heavy,14.0,157,8.0,8,1,0,4.0,50.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,8.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Dell,87990,slim,lite,13.3,166,8.0,8,0,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,8.0,intel,i7,nvidia,4.0,mx130,0,0,1,0,,256.0,regular,medium,high
Dell,84999,thick,heavy,15.6,263,12.0,16,1,0,6.0,86.0,6.0,1,1,1,1,0,0,1,0,0.0,3.0,1.0,8.0,intel,i7,nvidia,6.0,rtx2060,0,0,0,0,512.0,512.0,regular,low,high
Lenovo,99990,slim,lite,14.5,250,20.0,16,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,high
Lenovo,129990,slim,lite,14.5,250,20.0,16,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,high
HP,43890,medium,medium,15.6,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Dell,49800,thick,medium,15.6,141,12.0,16,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell,74999,thick,heavy,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,1024.0,regular,high,medium
Acer,42990,medium,medium,15.6,141,6.0,8,1,0,5.0,50.0,3.0,1,0,0,1,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
Acer,58990,slim,lite,14.0,157,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
HP,415000,thick,medium,17.0,188,12.0,16,0,1,10.0,94.3,6.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,high,high
Fujitsu,74990,slim,lite,13.3,166,12.0,16,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Fujitsu,89990,slim,lite,13.3,166,12.0,16,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,medium,high
Asus,71590,slim,medium,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,1024.0,regular,high,medium
Dell,90440,slim,medium,14.0,162,12.0,8,0,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Asus,44990,medium,medium,15.6,141,8.0,16,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Acer,72990,slim,lite,14.0,243,16.0,16,1,0,12.0,65.0,4.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus,52850,slim,medium,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,0,0,,512.0,regular,low,medium
HP,73990,slim,medium,15.6,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0,regular,medium,medium
Asus,84990,medium,medium,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
HP,65990,thick,heavy,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium
Lenovo,111490,slim,lite,14.0,243,16.0,16,0,1,12.0,72.0,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,amd,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo,89990,thick,heavy,14.0,162,12.0,16,1,1,10.0,52.5,6.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo,60490,medium,medium,15.6,141,8.0,16,0,0,4.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,medium
HP,51990,thick,medium,15.6,100,12.0,8,1,0,10.0,41.0,3.0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0,regular,low,low
Lenovo,91999,thick,medium,15.6,141,12.0,16,1,0,10.0,45.0,3.0,1,1,0,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,medium
Lenovo,66389,slim,lite,14.0,162,12.0,16,0,0,6.0,50.0,2.0,1,0,0,1,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Asus,69990,thick,medium,15.6,141,12.0,16,0,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,high,medium
Asus,73990,thick,medium,15.6,141,16.0,16,0,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium
HP,28490,thick,medium,15.6,100,4.0,8,1,0,2.0,41.0,3.0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,low
Lenovo,76990,slim,medium,16.0,142,16.0,16,1,0,12.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,1024.0,regular,medium,medium
Lenovo,69450,slim,lite,14.0,162,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Asus,88990,medium,medium,16.0,142,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,medium
Lenovo,42990,medium,medium,15.6,157,8.0,8,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Gigabyte,84990,thick,heavy,15.6,141,12.0,8,0,0,8.0,86.0,6.0,1,1,0,1,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium
Lenovo,43990,medium,medium,15.6,141,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,1,0,0,,512.0,regular,medium,medium
HP,63700,thick,heavy,15.6,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium
Dell,36990,slim,lite,15.6,141,4.0,8,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0,regular,high,medium
Dell,64990,medium,medium,15.6,141,12.0,8,0,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,1024.0,regular,low,medium
Asus,90990,thick,heavy,15.6,141,16.0,16,1,0,10.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,regular,high,medium
Lenovo,78652,slim,lite,14.0,157,12.0,16,1,0,10.0,52.5,2.0,1,0,1,1,0,0,1,1,0.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Asus,114990,medium,medium,16.0,283,16.0,16,1,0,10.0,70.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,0.0,Integrated,0,0,0,1,,512.0,regular,medium,high
HP,64800,medium,medium,14.0,112,12.0,8,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,low
Lenovo,27990,medium,medium,15.6,100,2.0,8,1,0,2.0,38.0,2.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,4.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0,regular,high,low
Asus,20990,medium,medium,14.0,157,2.0,4,1,1,2.0,50.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0,regular,low,high
Asus,20990,medium,medium,15.6,141,2.0,8,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0,regular,medium,medium
Asus,15990,medium,medium,15.6,141,2.0,4,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0,regular,high,medium
Asus,16990,medium,medium,15.6,141,2.0,4,1,0,2.0,42.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,128.0,regular,low,medium
Asus,16990,medium,lite,14.0,157,2.0,4,1,0,2.0,50.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,128.0,regular,low,high
Asus,18990,medium,lite,14.0,157,2.0,4,1,0,2.0,50.0,3.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,5.0,intel,5,intel,0.0,Integrated,0,0,1,0,,64.0,regular,high,high
Asus,43990,medium,medium,16.0,142,8.0,8,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,medium,medium
Gigabyte,94990,thick,heavy,15.6,141,16.0,8,0,0,12.0,54.0,6.0,1,0,0,0,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium
Gigabyte,130000,thick,heavy,16.0,142,16.0,16,0,0,10.0,54.0,6.0,1,1,0,0,1,0,1,0,0.0,0.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,medium,medium
HP,33400,medium,medium,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,256.0,regular,low,medium
Lenovo,58990,medium,medium,14.0,162,8.0,16,1,1,6.0,52.5,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0,regular,low,high
Lenovo,69990,slim,lite,14.0,162,16.0,16,1,0,8.0,52.5,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,high,high
Asus,103000,medium,medium,16.0,283,16.0,16,1,0,10.0,70.0,4.0,1,0,1,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high
Fujitsu,86990,slim,lite,14.0,162,12.0,16,1,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0,regular,medium,high
Lenovo,63990,slim,lite,14.0,162,16.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
Lenovo,96990,slim,lite,14.0,170,16.0,16,0,0,12.0,72.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0,regular,high,high
Lenovo,51990,slim,medium,15.6,157,8.0,16,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,medium,high
Lenovo,48990,slim,medium,15.6,157,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0,regular,low,high
HP,62990,thick,heavy,15.6,141,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium
Asus,79990,thick,medium,16.0,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,0.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium
Asus,79990,thick,medium,16.0,142,12.0,16,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,high,medium
Asus,94990,medium,medium,16.0,283,12.0,16,1,0,8.0,70.0,3.0,1,0,1,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high
MSI,63500,thick,medium,15.6,141,12.0,16,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
MSI,91990,thick,heavy,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,1,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,high,medium
