brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd
Asus,63990,19.9,1.7,15.6,141,12.0,16,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,57990,24.2,2.25,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Lenovo,54990,0.0,1.41,14.0,157,12.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
HP,87680,18.4,2.14,15.6,141,16.0,16,0,1,8.0,55.0,4.0,1,0,1,0,0,0,1,0,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
HP,79490,18.4,2.14,15.6,141,12.0,16,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
HP,96990,18.4,2.14,15.6,141,12.0,16,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,88680,18.4,2.14,15.6,141,12.0,16,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,87490,18.4,2.14,15.6,141,12.0,16,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,44927,17.9,1.62,15.6,157,4.0,8,1,0,2.0,47.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,69990,18.9,1.4,14.0,243,12.0,16,1,0,8.0,63.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
HP,107767,17.0,1.41,14.0,243,20.0,16,1,0,14.0,51.0,3.0,1,0,0,0,0,0,1,1,,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,38390,19.0,1.69,15.6,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,512.0,512.0
HP,39990,17.9,1.4,14.0,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Dell,58299,0.0,lite,14.0,162,8.0,8,1,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,,1.0,2.0,13.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,1024.0
HP,52990,17.0,1.41,14.0,157,8.0,16,1,0,4.0,50.0,3.0,1,0,0,0,0,0,1,1,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,59990,0.0,1.41,14.0,157,12.0,16,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Lenovo,59990,24.2,2.25,15.6,141,12.0,16,1,0,6.0,,,1,1,0,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Lenovo,53990,18.9,1.7,15.6,141,12.0,8,1,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,,2.0,2.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
HP,80490,18.4,1.4,14.0,189,16.0,16,1,0,12.0,51.0,3.0,1,0,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Lenovo,59500,24.1,2.25,15.6,141,12.0,16,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Lenovo,60990,24.2,2.25,15.6,141,12.0,8,1,0,6.0,,,1,1,0,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
MSI,171990,19.9,2.1,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
Lenovo,66990,21.8,2.32,15.6,141,12.0,16,1,0,6.0,,,1,1,0,0,0,0,1,0,,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0
HP,115592,24.0,2.25,15.6,141,12.0,16,1,0,6.0,52.5,3.0,1,1,1,1,0,0,1,0,,2.0,1.0,6.0,amd,5,nvidia,4.0,t600,0,1,0,0,512.0,512.0
HP,137456,24.0,2.25,15.6,141,12.0,32,1,0,6.0,52.5,3.0,1,1,1,1,0,0,1,0,,2.0,1.0,6.0,amd,5,nvidia,4.0,t600,0,1,0,0,,1024.0
Lenovo,52990,17.9,1.5,14.0,157,8.0,8,0,1,6.0,52.5,,1,0,1,1,0,0,1,1,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
HP,52990,17.9,1.69,15.6,141,16.0,16,1,0,8.0,41.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
HP,47990,0.0,1.4,14.0,157,8.0,8,1,0,6.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,13.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Infinix,50990,16.95,1.8,15.6,141,16.0,16,0,0,12.0,70.0,,1,0,0,0,0,0,1,1,2.0,2.0,,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
HP,49490,17.9,1.4,14.0,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
HP,52990,17.9,1.4,14.0,141,8.0,16,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
HP,115990,18.3,1.77,15.6,141,12.0,16,1,1,10.0,55.0,4.0,1,0,1,1,0,0,1,0,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,1024.0
HP,109990,18.3,1.77,15.6,141,12.0,16,1,1,10.0,55.0,4.0,1,0,1,1,0,0,1,0,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0
Acer,29990,20.9,1.5,14.0,112,8.0,8,0,0,4.0,50.0,3.0,1,1,0,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0
Asus,174990,19.5,1.72,14.0,216,16.0,16,1,0,8.0,76.0,4.0,1,0,0,1,0,0,1,1,,2.0,2.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
Asus,62990,24.5,2.3,15.6,141,12.0,8,1,0,6.0,48.0,4.0,1,1,0,1,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,1024.0
Dell,84980,0.0,lite,14.0,141,12.0,16,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,,2.0,1.0,13.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,51990,18.9,1.7,15.6,141,16.0,8,1,0,8.0,45.0,3.0,1,1,1,1,0,0,1,1,,2.0,2.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,63990,24.1,2.25,15.6,141,12.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
HP,139990,24.0,2.25,15.6,141,16.0,32,1,0,8.0,52.5,2.0,1,0,1,1,0,0,1,0,,2.0,1.0,6.0,amd,7,nvidia,4.0,t600,0,1,0,0,,1024.0
Lenovo,36990,19.9,1.7,15.6,141,4.0,8,1,0,2.0,50.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,92490,0.0,1.57,14.0,162,12.0,8,0,1,10.0,54.0,4.0,1,0,1,0,0,0,1,1,,1.0,2.0,12.0,intel,i7,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,69990,21.8,2.31,15.6,141,12.0,16,1,0,8.0,60.0,,1,1,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo,63990,24.2,2.25,15.6,141,8.0,16,1,0,4.0,,,1,1,0,0,0,0,1,0,,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
HP,47990,17.9,1.4,14.0,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,99990,20.0,1.8,16.0,283,16.0,16,1,0,10.0,63.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0
MSI,111990,22.9,1.98,15.6,141,16.0,16,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
MSI,92990,22.9,1.98,15.6,141,12.0,16,0,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP,67990,19.9,1.74,15.6,112,12.0,16,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,46700,0.0,1.59,14.0,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,512.0
Dell,48990,18.2,1.91,16.0,138,8.0,8,1,0,6.0,50.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
HP,20890,17.9,1.47,15.6,100,2.0,4,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,,2.0,1.0,3.0,amd,3,amd,0.0,Integrated,1,0,0,0,,256.0
Lenovo,61000,0.0,1.59,14.0,157,8.0,8,1,0,6.0,45.0,3.0,1,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,1,0,0,,512.0
Dell,45499,0.0,lite,15.6,141,12.0,8,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,,3.0,,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
Dell,62290,18.2,1.84,16.0,142,12.0,8,1,0,6.0,54.0,4.0,1,0,1,1,0,0,1,1,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Acer,30990,18.7,1.78,15.6,141,8.0,8,0,0,4.0,50.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
Acer,30990,18.9,1.78,15.6,141,8.0,8,1,0,8.0,40.0,3.0,1,0,0,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,256.0
Lenovo,33990,17.9,1.62,15.6,157,8.0,8,1,0,4.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,1,0,0,0,,512.0
HP,58990,17.0,1.41,14.0,157,8.0,8,1,0,4.0,43.0,3.0,1,0,0,0,0,0,1,0,,2.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Razer,199990,16.8,1.78,14.0,216,16.0,32,1,0,8.0,68.1,,1,0,0,1,0,0,1,0,,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
MSI,62990,259.0,2.25,15.6,140,12.0,16,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,,,1.0,7.0,amd,3,nvidia,4.0,rtx2050,1,0,0,0,,512.0
MSI,74990,259.0,2.25,15.6,140,12.0,16,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,,,1.0,7.0,amd,3,nvidia,6.0,rtx3050,1,0,0,0,,512.0
MSI,93490,259.0,2.25,15.6,140,16.0,16,0,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,,,1.0,7.0,amd,3,nvidia,6.0,rtx3050,1,0,0,0,,512.0
MSI,59990,259.0,2.25,15.6,140,12.0,8,0,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,,,1.0,7.0,amd,3,nvidia,4.0,rtx2050,1,0,0,0,,512.0
MSI,109990,25.2,2.7,17.3,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI,109990,24.9,2.25,15.6,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,8.0,rtx4060,0,0,1,0,,1024.0
MSI,49990,0.0,1.86,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
MSI,61990,0.0,1.86,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,11.0,intel,i7,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Asus,50749,19.9,1.7,15.6,141,12.0,8,1,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,100990,24.9,2.25,15.6,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,1024.0
MSI,100990,25.2,2.7,17.3,141,16.0,16,1,0,8.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,1024.0
MSI,84990,24.9,2.25,15.6,141,12.0,16,1,0,6.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,7.0,amd,3,nvidia,6.0,rtx4050,0,0,1,0,,512.0
HP,65990,19.9,1.47,14.0,112,12.0,16,1,0,10.0,41.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Dell,80990,16.0,1.87,16.0,138,16.0,16,1,0,12.0,54.0,4.0,1,1,1,0,0,0,1,1,,2.0,1.0,12.0,intel,i5,nvidia,2.0,mx570,1,0,0,0,,512.0
HP,72999,17.9,1.75,15.6,141,16.0,16,1,0,12.0,,,1,0,0,0,0,0,1,0,,2.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,110990,18.0,1.53,14.0,157,16.0,16,1,0,12.0,52.5,3.0,1,1,0,1,0,0,1,0,,2.0,2.0,12.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0
MSI,60990,19.35,1.4,14.0,157,12.0,8,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,53990,19.35,1.4,14.0,157,12.0,16,0,0,10.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,82990,16.9,0.99,13.3,170,16.0,8,1,0,12.0,75.0,4.0,1,0,0,0,0,0,1,1,,1.0,2.0,12.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,68490,21.7,1.86,15.6,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
MSI,52990,21.7,1.86,15.6,141,12.0,8,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0
Dell,303490,19.5,2.44,17.0,266,20.0,32,1,1,14.0,97.0,6.0,0,0,1,1,0,0,1,1,,,4.0,13.0,intel,i7,nvidia,8.0,rtx4060,1,0,0,0,,1024.0
Dell,201990,15.28,1.23,13.4,164,16.0,32,1,1,12.0,55.0,3.0,0,0,0,0,0,0,1,1,,,2.0,13.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,1024.0
Dell,279490,18.0,1.92,15.6,290,20.0,32,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,,,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0
Lenovo,286200,0.0,heavy,16.0,189,32.0,32,1,0,24.0,99.9,4.0,1,1,0,1,0,0,1,0,,4.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
Lenovo,169175,0.0,heavy,16.0,189,16.0,16,1,0,8.0,80.0,4.0,1,1,0,1,0,0,1,0,,4.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Lenovo,157544,0.0,heavy,16.0,141,16.0,16,1,0,12.0,99.9,4.0,1,0,1,1,0,0,1,0,,3.0,2.0,13.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
Lenovo,75999,18.9,1.59,14.0,157,12.0,8,1,0,10.0,45.0,,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Lenovo,133000,18.9,1.59,14.0,157,12.0,16,1,0,10.0,45.0,,1,1,0,0,0,0,1,1,1.0,1.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,1,0,0,,512.0
LG,205000,16.95,1.48,16.0,189,16.0,8,0,1,12.0,80.0,,0,0,0,1,0,0,1,1,,1.0,2.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,256.0
LG,142990,16.8,1.3,16.0,189,16.0,16,1,0,12.0,90.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0
LG,146990,17.8,1.35,17.0,147,16.0,16,1,0,12.0,90.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0
LG,89799,16.3,1.6,16.0,142,16.0,16,1,1,8.0,72.0,,1,0,0,0,0,0,1,1,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
AXL,15990,0.0,lite,15.6,141,2.0,4,1,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1.0,1.0,,7.0,intel,7,intel,0.0,Integrated,0,0,1,0,,256.0
MSI,59990,19.35,1.4,14.0,157,16.0,16,1,0,8.0,39.3,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Dell,40890,0.0,1.8,15.6,141,12.0,8,0,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
MSI,37990,19.35,1.4,14.0,157,8.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,63990,18.9,1.4,14.0,162,12.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Lenovo,35990,0.0,1.7,15.6,141,12.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,41490,0.0,1.7,15.6,141,12.0,8,1,0,6.0,45.0,3.0,1,1,1,0,0,0,0,1,2.0,2.0,,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,53990,0.0,1.8,15.6,141,12.0,8,1,0,6.0,50.0,3.0,1,0,0,1,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Asus,64990,0.0,1.8,15.6,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,1,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
HP,59990,23.3,2.47,16.1,137,12.0,8,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Acer,51990,19.9,2.1,15.6,141,12.0,16,0,0,8.0,50.0,3.0,1,1,0,0,0,0,1,0,,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0
Asus,37990,19.9,1.6,14.0,157,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,0,1,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,31499,19.9,1.65,15.6,147,8.0,8,1,0,4.0,,,1,1,1,0,0,0,0,0,,2.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Asus,35990,0.0,1.8,15.6,141,4.0,8,1,0,2.0,37.0,2.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,512.0
Asus,94990,17.9,1.7,15.6,212,16.0,16,1,0,12.0,72.0,4.0,1,0,0,1,0,0,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,1024.0
Dell,208990,14.5,1.91,14.0,216,16.0,16,1,0,10.0,80.5,6.0,1,0,0,1,0,0,1,0,,1.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
Lenovo,36990,0.0,lite,15.6,141,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,74000,0.0,lite,14.0,157,8.0,16,1,0,4.0,45.0,3.0,1,1,0,1,0,0,1,0,1.0,1.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,31990,19.9,1.74,15.6,147,8.0,8,1,0,4.0,38.0,,1,1,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,3,amd,0.0,Integrated,0,0,1,0,,512.0
Lenovo,51999,0.0,lite,15.6,141,12.0,8,1,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,49990,0.0,lite,14.0,157,12.0,8,1,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,36490,0.0,lite,14.0,157,8.0,8,1,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
Acer,57990,0.0,2.1,15.6,141,12.0,8,0,0,8.0,50.0,3.0,1,1,0,0,0,0,1,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,Integrated,0,0,1,0,,512.0
Lenovo,35990,19.9,1.65,15.6,141,4.0,8,1,0,2.0,45.0,,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,256.0
Lenovo,61601,19.9,1.65,15.6,157,8.0,16,1,0,4.0,45.0,3.0,1,0,1,0,0,0,1,1,1.0,1.0,1.0,11.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Dell,67990,0.0,1.62,15.6,141,12.0,8,0,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,13.0,intel,i5,intel,0.0,Integrated,1,0,0,0,,512.0
Lenovo,59990,18.8,1.7,15.6,141,16.0,16,1,0,8.0,45.0,3.0,1,1,1,0,0,0,0,0,2.0,2.0,,5.0,amd,5,amd,0.0,Integrated,0,0,1,0,,512.0
Acer,44990,19.7,1.59,15.6,141,8.0,8,1,0,4.0,36.0,3.0,1,1,1,0,0,0,0,0,1.0,2.0,1.0,11.0,intel,i5,intel,0.0,Integrated,0,0,1,0,,512.0
Gigabyte,164990,17.0,1.49,14.0,243,20.0,16,1,0,14.0,63.0,,1,0,0,1,0,0,1,0,,1.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0
Dell,304990,277.33,2.34,15.6,141,20.0,32,0,0,14.0,87.0,6.0,1,0,0,1,0,0,1,0,,,1.0,12.0,intel,i9,nvidia,8.0,rtx3070ti,1,0,0,0,,1024.0
Dell,36490,18.7,1.85,15.6,141,4.0,8,1,0,2.0,72.0,4.0,1,0,1,0,0,0,0,0,1.0,2.0,,11.0,intel,i3,intel,0.0,Integrated,1,0,0,0,,512.0
HP,44090,0.0,1.69,15.6,141,8.0,8,1,0,6.0,50.0,3.0,1,0,1,0,0,0,0,0,,2.0,1.0,12.0,intel,i3,intel,0.0,Integrated,0,0,1,0,,1024.0
Lenovo,41990,0.0,1.62,15.6,141,8.0,8,1,0,4.0,47.0,3.0,1,0,1,0,0,0,1,1,,2.0,1.0,7.0,amd,5,amd,0.0,Integrated,1,0,0,0,,512.0
LG,124199,16.8,1.19,16.0,189,16.0,16,1,0,12.0,80.0,,1,0,0,1,0,0,1,1,,2.0,2.0,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,59990,24.2,2.25,15.6,141,8.0,16,1,0,4.0,50.0,3.0,1,1,0,0,0,0,1,0,,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Lenovo,82990,17.9,1.5,14.0,157,12.0,16,1,1,10.0,52.5,,1,0,1,1,0,0,1,1,,2.0,1.0,12.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
Lenovo,65990,19.0,1.7,15.6,157,12.0,8,1,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,0.0,Integrated,0,1,0,0,,512.0
Infinix,66990,16.95,1.8,15.6,141,20.0,16,0,0,14.0,70.0,,1,0,0,0,0,0,1,1,2.0,2.0,,13.0,intel,i7,intel,0.0,Integrated,0,0,1,0,,512.0
MSI,53990,21.7,1.86,15.6,141,12.0,16,1,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
