brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type,thickness_num,weight_num
Lenovo,51990,slim,medium,15,157,8.0,16.0,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high,17.9,1.62
Lenovo,48990,slim,medium,15,157,8.0,8.0,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,17.9,1.62
HP,62990,thick,heavy,15,141,12.0,8.0,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium,22.5,2.37
Asus,79990,thick,medium,16,142,12.0,16.0,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,0.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,low,medium,,1.8
Asus,79990,thick,medium,16,142,12.0,16.0,1,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,high,medium,,1.8
Asus,94990,medium,medium,16,283,12.0,16.0,1,0,8.0,70.0,,1,0,1,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high,18.9,1.8
MSI,63500,thick,medium,15,141,12.0,16.0,1,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium,24.9,1.86
MSI,91990,thick,heavy,15,141,16.0,16.0,1,0,10.0,53.5,3.0,1,1,0,1,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,0,1,,512.0,regular,high,medium,24.9,2.25
Lenovo,47750,medium,medium,15,157,8.0,8.0,1,0,6.0,45.0,3.0,1,1,0,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,1,0,0,,512.0,regular,low,high,18.9,1.7
Lenovo,95790,slim,lite,14,243,16.0,16.0,0,1,8.0,,4.0,1,0,0,1,0,0,1,1,2.0,1.0,0.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,low,high,17.7,1.49
Lenovo,79000,,medium,14,112,8.0,8.0,1,0,4.0,,,1,1,0,1,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,high,low,,1.7
Asus,72990,medium,,15,141,12.0,16.0,1,0,6.0,70.0,,1,0,0,0,0,0,1,0,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,low,medium,18.9,
Acer,41990,medium,medium,14,112,12.0,8.0,0,0,6.0,48.0,3.0,1,1,1,0,0,1,0,0,0.0,3.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,high,low,19.9,1.59
Acer,44990,medium,medium,14,112,12.0,16.0,0,0,6.0,48.0,3.0,1,1,1,0,0,1,0,0,0.0,3.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,low,19.9,1.59
Asus,40990,medium,medium,15,141,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.7
Asus,38990,slim,lite,14,141,8.0,8.0,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium,17.9,1.38
Lenovo,44600,medium,medium,14,112,8.0,8.0,1,0,4.0,,2.0,1,1,0,0,0,0,0,0,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,medium,low,19.9,1.6
HP,190721,,,16,182,16.0,32.0,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,medium,high,,
HP,54990,,,15,141,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,high,medium,,
Dell,84490,,,14,141,12.0,16.0,1,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium,,
Dell,38990,,medium,15,141,4.0,8.0,1,0,2.0,,3.0,1,1,1,0,0,0,0,0,0.0,3.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,,1.66
Fujitsu,109990,slim,lite,14,162,16.0,16.0,1,1,12.0,,4.0,1,1,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,1024.0,regular,high,high,16.9,0.878
Asus,61990,thick,heavy,15,141,12.0,16.0,1,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium,22.8,2.3
Asus,57990,thick,heavy,15,141,12.0,8.0,1,0,6.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,popular,medium,medium,22.8,2.3
HP,64999,,,15,141,12.0,8.0,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium,,
Lenovo,52990,medium,medium,15,141,16.0,16.0,1,0,8.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium,19.9,1.65
HP,176108,thick,heavy,16,137,24.0,16.0,1,0,16.0,83.0,6.0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,13.0,intel,i7,nvidia,8.0,rtx4060,1,0,0,0,,512.0,regular,low,low,,2.35
Lenovo,58850,,heavy,15,141,8.0,8.0,1,0,4.0,45.0,3.0,1,1,0,0,0,0,1,0,0.0,0.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium,,2.2
Asus,60990,thick,medium,15,141,12.0,16.0,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,gtx2050,1,0,0,0,,512.0,regular,high,medium,,1.8
MSI,49990,medium,lite,14,157,12.0,16.0,0,0,10.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,19.35,1.4
Asus,38990,slim,lite,14,141,8.0,8.0,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,medium,17.9,1.38
MSI,249990,medium,medium,16,283,20.0,32.0,1,0,14.0,99.9,4.0,1,1,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,high,19.95,1.88
Acer,44990,,,14,157,8.0,8.0,1,0,8.0,40.0,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,
Lenovo,39990,medium,medium,15,141,4.0,8.0,1,0,2.0,45.0,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,19.9,1.65
Lenovo,68990,medium,medium,14,142,12.0,16.0,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.63
Lenovo,87490,slim,lite,14,162,16.0,16.0,0,0,10.0,56.6,,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,16.9,1.46
Dell,39399,medium,medium,15,141,4.0,8.0,1,0,2.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium,18.7,1.65
Dell,45990,medium,medium,15,141,6.0,8.0,0,0,5.0,41.0,3.0,1,0,0,0,0,0,0,0,1.0,2.0,0.0,13.0,intel,i3,intel,,Integrated,1,0,0,0,,1024.0,regular,low,medium,21.0,1.65
Dell,49490,,medium,15,147,8.0,8.0,1,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,1024.0,regular,medium,high,,1.63
Dell,35990,thick,medium,15,141,8.0,8.0,1,0,4.0,41.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium,23.5,1.68
Dell,98990,,,13,227,16.0,16.0,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,high,high,,
Dell,86990,,,13,227,16.0,16.0,1,0,12.0,54.0,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,low,high,,
Dell,84990,,,14,162,12.0,16.0,1,1,10.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,low,high,,
HP,65290,thick,heavy,15,141,12.0,16.0,1,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium,23.5,2.29
Lenovo,82990,,lite,14,170,16.0,16.0,0,0,12.0,,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high,,1.35
HP,74990,slim,medium,15,141,12.0,16.0,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,high,medium,17.9,1.74
MSI,138990,thick,heavy,17,127,16.0,16.0,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,low,25.2,2.6
MSI,87990,medium,medium,15,141,16.0,16.0,1,0,10.0,,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,low,medium,21.7,1.86
MSI,94990,medium,medium,15,141,16.0,16.0,1,0,10.0,51.0,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,low,medium,21.7,1.86
Lenovo,74990,medium,medium,16,142,16.0,16.0,1,0,12.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.63
MSI,113990,thick,heavy,17,127,16.0,16.0,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,medium,low,25.2,2.6
MSI,103990,thick,heavy,17,127,16.0,8.0,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,low,25.2,2.6
MSI,189990,thick,heavy,17,127,20.0,16.0,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,low,27.2,2.7
MSI,134990,thick,heavy,17,127,20.0,8.0,1,0,14.0,90.0,4.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,high,low,27.2,2.7
MSI,49990,medium,medium,15,141,12.0,8.0,1,0,6.0,52.4,3.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium,21.7,1.86
Lenovo,38890,medium,medium,15,141,4.0,8.0,1,0,2.0,,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,19.9,1.7
HP,116463,thick,heavy,15,141,16.0,16.0,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium,22.5,2.37
HP,109990,thick,heavy,15,141,20.0,16.0,1,0,14.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium,22.5,2.37
HP,277278,medium,heavy,16,182,32.0,32.0,1,0,24.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,high,high,19.9,2.09
HP,153625,thick,heavy,16,182,20.0,16.0,1,0,14.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,1,0,,512.0,regular,high,high,23.9,2.32
HP,56999,thick,heavy,15,137,12.0,8.0,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,5.0,amd,5,amd,4.0,rx6500m,0,0,0,1,,512.0,regular,medium,low,23.0,2.37
Gigabyte,149990,medium,heavy,15,188,16.0,16.0,1,0,12.0,99.0,,1,1,0,1,1,0,1,0,0.0,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4070,0,0,0,1,,1024.0,regular,high,high,20.9,2.39
Lenovo,78990,,lite,14,170,16.0,16.0,0,0,12.0,65.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,,1.35
Lenovo,58990,,lite,14,162,12.0,16.0,1,0,6.0,56.6,3.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,high,,1.46
Asus,40990,medium,medium,15,141,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,19.9,1.7
HP,108274,slim,lite,13,255,12.0,16.0,1,1,10.0,,4.0,0,0,0,1,0,0,1,0,0.0,2.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,16.9,1.32
Chuwi,32999,,lite,15,280,8.0,16.0,0,0,4.0,66.9,,1,1,0,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high,,1.47
HP,101990,thick,heavy,16,137,12.0,16.0,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,low,23.9,2.35
HP,231746,,lite,13,166,12.0,16.0,1,1,10.0,68.0,6.0,1,0,0,0,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high,,0.99
Asus,69990,medium,medium,15,141,12.0,16.0,1,0,6.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium,19.9,1.8
Asus,94990,medium,medium,16,142,16.0,16.0,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium,18.9,1.8
Acer,165601,thick,heavy,16,142,32.0,16.0,1,0,24.0,90.0,4.0,1,1,0,1,0,0,1,0,0.0,3.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4060,0,0,1,0,,1024.0,regular,medium,medium,66.04,2.6
MSI,85990,thick,heavy,15,141,16.0,8.0,1,0,10.0,53.5,3.0,1,1,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i7,nvidia,6.0,rtx3050,0,0,1,0,,512.0,regular,high,medium,24.9,2.25
Asus,76990,medium,medium,15,141,16.0,16.0,1,0,8.0,70.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,high,medium,19.9,1.8
Lenovo,71990,medium,medium,14,142,12.0,16.0,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium,19.9,1.63
Asus,84990,slim,lite,14,243,20.0,16.0,0,1,14.0,63.0,3.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,15.9,1.4
Asus,37990,medium,medium,15,141,4.0,8.0,1,0,2.0,37.0,2.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium,19.9,1.8
HP,186592,medium,heavy,16,189,24.0,16.0,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,medium,high,19.9,2.09
HP,79990,,medium,14,157,12.0,16.0,0,1,10.0,43.0,,1,0,0,1,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high,,1.69
Lenovo,91490,thick,heavy,15,184,12.0,16.0,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high,25.2,2.4
Lenovo,97990,thick,heavy,15,184,12.0,16.0,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,high,25.2,2.4
Gigabyte,117574,medium,heavy,15,141,16.0,8.0,1,0,12.0,99.0,,1,1,0,0,1,0,1,0,0.0,3.0,2.0,12.0,intel,i5,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,high,medium,20.9,2.39
Asus,59990,medium,medium,15,141,12.0,16.0,1,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,popular,low,medium,19.9,1.7
Lenovo,99990,thick,heavy,15,184,16.0,16.0,1,0,8.0,60.0,3.0,1,1,0,1,0,0,1,0,0.0,3.0,1.0,7.0,amd,7,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,high,22.1,2.4
MSI,279990,thick,heavy,16,189,32.0,32.0,1,0,24.0,90.0,4.0,1,1,1,0,0,0,1,0,0.0,3.0,2.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high,28.55,2.67
MSI,344990,thick,heavy,17,178,32.0,32.0,1,0,24.0,90.0,4.0,1,1,1,1,0,0,1,0,0.0,2.0,3.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0,regular,low,high,29.45,3.0
Acer,44990,slim,medium,15,141,8.0,8.0,0,0,4.0,,,1,1,0,0,0,0,1,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,low,medium,17.9,1.7
Lenovo,60990,slim,lite,14,157,12.0,16.0,1,0,6.0,47.0,,1,0,0,0,0,0,1,1,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high,17.1,1.24
Asus,23990,slim,medium,15,141,2.0,4.0,1,0,2.0,,,1,0,0,0,0,0,0,0,1.0,1.0,1.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,popular,low,medium,17.9,1.57
HP,128599,,,16,141,16.0,16.0,1,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,0,0,0,1,,512.0,regular,low,medium,,
HP,138990,thick,heavy,16,182,24.0,16.0,1,0,16.0,83.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,1,0,,512.0,regular,medium,high,23.5,2.35
HP,51147,medium,lite,14,112,4.0,8.0,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,low,19.9,1.47
Lenovo,54990,slim,lite,13,166,8.0,16.0,1,1,4.0,51.0,,1,0,0,0,0,0,1,1,0.0,2.0,2.0,3.0,amd,3,amd,,Integrated,0,1,0,0,,256.0,regular,high,high,15.5,1.5
Infinix,52990,,medium,15,141,8.0,16.0,0,0,4.0,,,1,0,1,0,0,0,1,0,0.0,2.0,2.0,11.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,high,medium,,1.58
Acer,66990,thick,heavy,15,141,12.0,8.0,1,0,8.0,57.5,4.0,1,0,0,1,0,0,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium,26.0,2.5
Lenovo,119888,slim,lite,14,157,8.0,16.0,1,1,4.0,,4.0,1,0,1,0,0,0,1,1,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,low,high,16.9,1.5
HP,23490,,,15,141,2.0,4.0,1,0,2.0,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,regular,medium,medium,,
Lenovo,76889,slim,lite,13,170,12.0,16.0,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,high,15.1,1.37
Dell,96490,,,13,227,16.0,16.0,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high,,
Dell,84490,,,13,227,16.0,16.0,1,0,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high,,
Dell,256990,slim,medium,15,290,20.0,16.0,1,1,14.0,86.0,6.0,0,0,1,1,0,0,1,1,0.0,0.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,1,0,0,0,,1024.0,regular,low,high,18.0,1.92
Asus,40900,medium,medium,15,141,8.0,8.0,1,0,6.0,,3.0,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium,19.9,1.7
Dell,69900,slim,medium,15,141,8.0,16.0,1,0,4.0,,4.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,11.0,intel,i5,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,low,medium,17.9,1.64
Gigabyte,211199,thick,heavy,16,141,20.0,16.0,1,0,14.0,99.0,,0,0,0,1,0,0,1,0,0.0,0.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,low,medium,23.9,2.3
MSI,77990,slim,lite,14,157,16.0,16.0,0,0,12.0,,3.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,15.9,1.29
HP,199990,medium,heavy,16,182,24.0,16.0,1,0,16.0,97.0,6.0,1,1,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,low,high,19.9,2.09
Lenovo,85889,medium,medium,16,142,20.0,16.0,1,0,14.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium,19.9,1.63
HP,55350,medium,medium,14,157,12.0,8.0,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,19.9,1.74
Dell,453490,,heavy,16,229,20.0,32.0,1,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0,regular,medium,high,,2.72
MSI,339990,medium,heavy,17,178,,64.0,1,0,24.0,90.0,3.0,1,1,1,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0,regular,low,high,19.0,2.49
Dell,67990,medium,medium,14,157,16.0,16.0,0,0,8.0,54.0,4.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high,19.0,1.54
Dell,323290,,heavy,16,229,32.0,32.0,1,0,24.0,86.0,6.0,1,1,0,1,0,0,1,0,0.0,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0,regular,medium,high,,2.72
Dell,199990,,heavy,16,216,16.0,16.0,1,0,8.0,86.0,6.0,1,1,1,1,1,0,1,0,0.0,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,high,,3.23
MSI,39990,medium,medium,15,141,8.0,16.0,1,0,4.0,,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium,19.9,1.7
MSI,84990,slim,lite,14,170,16.0,16.0,1,0,12.0,72.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,high,high,17.9,1.49
MSI,36990,medium,medium,15,157,8.0,16.0,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high,19.9,1.7
MSI,34990,medium,medium,15,157,8.0,8.0,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,high,19.9,1.7
