,brand,price,thickness,weight,screen_size,ppi,threads,ram,antiglare,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
277,Asus,16990,medium,lite,11,135,2.0,4,1,0,2.0,,3.0,0,0,1,0,0,0,1,0,0.0,1.0,2.0,,intel,7,intel,,Integrated,0,0,1,0,32.0,0.0,viral,low,low
278,Asus,86990,medium,medium,15,141,12.0,16,1,0,8.0,,3.0,1,0,1,0,0,0,1,1,2.0,1.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,popular,medium,medium
279,Acer,23990,medium,lite,14,112,4.0,8,0,0,2.0,,3.0,1,1,0,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,256.0,popular,low,low
281,Asus,79990,medium,medium,15,141,12.0,16,1,0,8.0,,3.0,1,0,1,0,0,0,1,0,0.0,2.0,0.0,12.0,intel,i5,nvidia,4.0,rtx3050,1,0,0,0,,512.0,regular,high,medium
282,Asus,179990,medium,heavy,16,283,20.0,16,1,0,14.0,90.0,4.0,1,1,1,1,0,0,1,1,0.0,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,0,1,0,,1024.0,regular,high,high
283,Asus,104990,thick,heavy,15,141,16.0,16,1,0,8.0,,4.0,1,1,1,0,0,0,1,0,0.0,2.0,2.0,6.0,amd,7,nvidia,6.0,rtx3060,0,0,0,1,,1024.0,regular,high,medium
284,HP,55990,slim,medium,15,141,12.0,8,1,0,10.0,,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
285,HP,41990,slim,medium,15,141,4.0,8,1,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,1024.0,0.0,popular,low,medium
286,HP,54990,medium,medium,15,141,12.0,8,1,0,10.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,viral,low,medium
287,HP,46199,slim,medium,15,141,12.0,16,1,0,6.0,41.0,3.0,1,0,1,0,0,0,1,0,0.0,0.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium
288,HP,56690,thick,heavy,15,137,12.0,8,1,0,6.0,52.5,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low
289,HP,67536,thick,heavy,15,137,12.0,8,1,0,8.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,low,low
290,Asus,58990,thick,heavy,15,141,12.0,8,1,0,6.0,,4.0,1,1,0,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
291,Dell,45990,,lite,14,157,8.0,8,0,0,4.0,,3.0,1,1,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,high
292,Acer,52128,slim,medium,15,141,16.0,8,0,0,12.0,50.0,3.0,1,0,0,1,0,0,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,1,0,0,0,,512.0,popular,low,medium
293,MSI,54990,medium,medium,15,141,16.0,8,1,0,8.0,51.0,3.0,1,1,1,0,0,0,1,0,0.0,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,0,1,,512.0,popular,low,medium
294,HP,103060,thick,heavy,15,141,16.0,16,1,0,12.0,70.0,4.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,low,medium
295,Apple,136990,slim,lite,13,227,,8,0,0,8.0,58.2,,0,0,0,1,0,0,1,0,0.0,0.0,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,,512.0,regular,medium,high
296,Apple,118990,slim,lite,13,227,,8,0,0,8.0,58.2,,0,0,0,1,0,0,1,0,0.0,0.0,2.0,,apple,M2,apple,10.0,Integrated,0,0,1,0,,256.0,popular,medium,high
297,HP,58366,medium,medium,15,141,12.0,8,1,0,10.0,,3.0,1,0,0,0,0,0,0,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
299,Asus,74990,medium,medium,15,141,16.0,16,1,0,12.0,,3.0,1,0,0,1,0,0,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
300,Asus,74990,medium,lite,14,243,16.0,16,1,0,12.0,70.0,3.0,1,0,0,1,0,0,1,1,1.0,1.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,viral,medium,high
301,HP,56990,slim,lite,14,157,12.0,16,1,0,6.0,43.0,3.0,1,0,0,0,0,0,1,1,2.0,0.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,popular,medium,high
302,Avita,16990,slim,lite,14,156,2.0,4,1,0,2.0,,2.0,1,0,1,0,0,0,0,0,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,128.0,popular,low,high
303,HP,62990,slim,medium,15,141,16.0,8,1,0,12.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,popular,low,medium
304,Dell,58990,medium,medium,16,142,12.0,16,1,0,6.0,,3.0,1,0,1,0,0,0,1,1,0.0,1.0,2.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,high,medium
305,HP,51149,slim,lite,14,157,12.0,8,0,0,6.0,,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,0,0,,512.0,popular,medium,high
306,Asus,88990,medium,heavy,15,141,16.0,16,1,0,8.0,56.0,4.0,1,1,0,0,0,0,1,0,0.0,2.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,1024.0,popular,medium,medium
307,HP,43700,slim,medium,15,141,12.0,8,1,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,viral,low,medium
308,Asus,82990,medium,medium,15,141,16.0,16,0,0,8.0,,3.0,1,0,1,1,0,0,1,1,1.0,2.0,0.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium
310,Dell,62790,medium,medium,15,141,8.0,8,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,1.0,2.0,0.0,11.0,intel,i5,nvidia,2.0,Integrated,1,0,0,0,1024.0,0.0,popular,low,medium
311,Xiaomi,45989,slim,medium,15,242,8.0,8,0,0,4.0,,,1,0,0,1,0,0,1,1,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
312,HP,57990,thick,medium,15,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,1.0,0.0,1.0,5.0,amd,5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,viral,medium,medium
313,Lenovo,49999,slim,lite,13,169,8.0,8,1,1,4.0,,,0,0,0,0,0,0,1,0,0.0,0.0,1.0,11.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
314,Vaio,32990,medium,medium,15,141,8.0,8,0,0,4.0,,,1,0,1,0,0,0,1,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,medium
315,Dell,65999,medium,lite,14,112,8.0,8,0,0,4.0,,,1,1,1,0,0,0,0,0,0.0,2.0,1.0,10.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,low
316,Apple,109990,slim,lite,13,227,,8,0,0,8.0,49.9,,0,0,0,0,0,0,1,0,0.0,2.0,2.0,,apple,M1,apple,,Integrated,0,0,1,0,,512.0,viral,high,high
317,MSI,100990,thick,heavy,15,141,12.0,32,0,0,6.0,51.0,6.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,10.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,1024.0,0.0,popular,medium,medium
318,Avita,22990,slim,lite,14,157,8.0,8,0,0,4.0,,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,3.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,low,high
319,Apple,72999,slim,lite,13,227,8.0,8,0,0,4.0,,,0,0,0,1,0,0,1,0,0.0,0.0,3.0,10.0,intel,i3,intel,,Integrated,0,1,0,0,,256.0,regular,low,high
320,Apple,201498,slim,medium,16,226,,32,1,0,8.0,,,0,0,0,1,0,0,1,1,0.0,0.0,4.0,9.0,intel,i9,amd,4.0,Integrated,0,1,0,0,,2048.0,regular,medium,high
321,HP,90464,,,14,157,8.0,8,1,0,4.0,,3.0,1,1,1,0,0,0,0,0,0.0,2.0,1.0,8.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
322,Dell,87990,slim,lite,13,166,8.0,8,0,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,8.0,intel,i7,nvidia,4.0,mx130,0,0,1,0,,256.0,regular,medium,high
323,Dell,84999,thick,heavy,15,263,12.0,16,1,0,6.0,,,1,1,1,1,0,0,1,0,0.0,3.0,1.0,8.0,intel,i7,nvidia,6.0,rtx2060,0,0,0,0,1024.0,0.0,regular,low,high
324,Lenovo,99990,slim,lite,14,250,20.0,16,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
325,Lenovo,129990,slim,lite,14,250,20.0,16,0,0,14.0,73.0,4.0,1,0,0,1,0,0,1,0,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
326,HP,43890,,medium,15,141,8.0,8,1,0,4.0,41.0,3.0,1,0,0,0,0,0,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
327,Dell,49800,thick,medium,15,141,12.0,16,1,0,6.0,41.0,3.0,1,1,1,0,0,0,1,0,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,medium,medium
328,Dell,74999,,,15,141,12.0,16,1,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,1024.0,regular,high,medium
329,Acer,42990,,medium,15,141,6.0,8,1,0,5.0,,3.0,1,0,0,1,0,0,0,0,0.0,2.0,1.0,13.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
330,Acer,58990,slim,lite,14,157,12.0,16,1,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,low,high
331,HP,415000,thick,medium,17,188,12.0,16,0,1,10.0,94.3,6.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,high,high
332,Fujitsu,74990,slim,lite,13,166,12.0,16,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
333,Fujitsu,89990,slim,lite,13,166,12.0,16,1,0,10.0,50.0,4.0,1,0,0,0,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,high
334,Asus,71590,slim,medium,15,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,1024.0,regular,high,medium
335,Dell,90440,slim,medium,14,162,12.0,8,0,1,6.0,54.0,4.0,1,0,1,1,0,0,1,1,0.0,1.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,high,high
336,Asus,44990,medium,medium,15,141,8.0,16,1,0,6.0,42.0,3.0,1,0,0,0,0,0,1,1,1.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,medium
337,Acer,72990,slim,lite,14,243,16.0,16,1,0,12.0,65.0,4.0,1,0,0,0,0,0,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
338,Asus,52850,slim,medium,15,141,12.0,16,1,0,10.0,42.0,,1,0,0,0,0,0,1,0,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0,regular,low,medium
339,HP,73990,slim,medium,15,141,12.0,16,1,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,medium
340,Asus,84990,medium,medium,15,141,16.0,16,1,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,2.0,1.0,1.0,6.0,amd,7,nvidia,4.0,rtx3050,0,0,0,1,,512.0,regular,medium,medium
341,HP,65990,thick,heavy,15,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,low,medium
343,Lenovo,111490,slim,lite,14,243,16.0,16,0,1,12.0,,4.0,1,0,0,1,0,0,1,1,0.0,1.0,2.0,13.0,intel,i7,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
344,Lenovo,89990,,,14,162,12.0,16,1,1,10.0,52.5,,1,0,1,0,0,0,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
345,Lenovo,60490,,medium,15,141,8.0,16,0,0,4.0,45.0,3.0,1,0,1,0,0,0,1,0,1.0,1.0,1.0,11.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
346,HP,51990,thick,medium,15,100,12.0,8,1,0,10.0,41.0,3.0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,low
347,Lenovo,91999,thick,medium,15,141,12.0,16,1,0,10.0,45.0,3.0,1,1,0,1,0,0,1,1,0.0,0.0,0.0,12.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
348,Lenovo,66389,slim,lite,14,162,12.0,16,0,0,6.0,50.0,,1,0,0,1,0,0,1,0,0.0,0.0,1.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,high
349,Asus,69990,thick,medium,15,141,12.0,16,0,0,6.0,50.0,,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,high,medium
350,Asus,73990,thick,medium,15,141,16.0,16,0,0,8.0,50.0,,1,0,0,0,0,0,1,1,0.0,0.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,1,0,0,0,,1024.0,regular,medium,medium
351,HP,28490,thick,medium,15,100,4.0,8,1,0,2.0,41.0,3.0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0,regular,medium,low
352,Lenovo,76990,slim,medium,16,142,16.0,16,1,0,12.0,56.6,,1,0,0,0,0,0,1,0,0.0,0.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0,regular,medium,medium
353,Lenovo,69450,slim,lite,14,162,12.0,16,1,0,8.0,56.6,3.0,1,0,0,0,0,0,1,0,0.0,0.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
354,Asus,88990,medium,medium,16,142,16.0,16,1,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,0.0,2.0,1.0,12.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,medium
355,Lenovo,42990,medium,medium,15,157,8.0,8,1,0,6.0,,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,high,high
356,Gigabyte,84990,thick,heavy,15,141,12.0,8,0,0,8.0,,,1,1,0,1,1,0,1,0,1.0,1.0,2.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0,regular,high,medium
357,Lenovo,43990,,,15,141,8.0,8,1,0,4.0,,3.0,1,0,1,0,0,0,0,0,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,0,1,0,0,,512.0,regular,medium,medium
358,HP,63700,thick,heavy,15,141,12.0,8,1,0,6.0,52.5,3.0,1,1,1,0,0,0,1,0,0.0,2.0,1.0,7.0,amd,3,nvidia,4.0,rtx2050,0,0,0,1,,512.0,regular,medium,medium
359,Dell,36990,,,15,141,4.0,8,1,0,2.0,,,1,0,1,0,0,0,0,0,0.0,2.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
360,Dell,64990,,,15,141,12.0,8,0,0,10.0,41.0,3.0,1,0,1,0,0,0,0,0,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,1024.0,regular,low,medium
